Venue Name,Venue Location,Price per Plate
The Beginning Resort Venue,"Sarjapur Road, Bangalore",600 - 750
Octave Hotels & Spa,"Sarjapur Road, Bangalore",393 - 472
Vijayarajagopal Kalyana Mantapa,"Sarjapur Road, Bangalore","93,000"
IVY Rossa Hotel and Resorts,"Sarjapur Road, Bangalore",393 - 525
SVS Aura Banquet Hall I,"Sarjapur Road, Bangalore",500 - 175000
Astor Hotel AC Hall,"Sarjapur Road, Bangalore",35000 - 35000
Thalassery Party Hall 2,"Sarjapur Road, Bangalore",455 - 505
Al Hashmi Banquet Hall,"Sarjapur Road, Bangalore",300 - 800
S K INTERNATIONAL INN,"Sarjapur Road, Bangalore",599 - 799
Sriranga Banquet Hall,"Sarjapur Road, Bangalore",499 - 699
Naveraa Resort and Event Centre,"Sarjapur Road, Bangalore",400 - 600
IvyRossa 4 Seasons Hotel and Resort,"Sarjapur Road, Bangalore",800 - 1000
SLNS Convention Hall,"Sarjapur Road, Bangalore",800 - 900
RG Hotels and Resort,"Sarjapur Road, Bangalore",600 - 800
The Court Yard House Open Lawn,"Sarjapur Road, Bangalore","1,29,800"
The Courtyard House Open Lawn,"Sarjapur Road, Bangalore","1,50,000"
Sri Si Palace,"Sarjapur Road, Bangalore","1,50,000"
Akkana Balaga Kalyana Mantapa,"Sarjapur Road, Bangalore","33,018"
CBR Convention Center Dhruva Tara,"Sarjapur Road, Bangalore","2,50,000"
CMR Convention Hall,"Sarjapur Road, Bangalore","80,000"
