Venue Name,Venue Location,Price per Plate
Pushpanjali Wedding Venues,"Mahipalpur, Delhi",1000 - 1300
Westend Inn Hotel and Resorts Lawn Pool Side,"Mahipalpur, Delhi",2100 - 2200
Airport Hotel Grand Hall 1,"Mahipalpur, Delhi",1000 - 1300
Grand Shoba Hotel,"Mahipalpur, Delhi",1100 - 1400
Radisson Blu Plaza,"Mahipalpur, Delhi",4000 - 4200
Taurus Sarovar Portico Hall 1,"Mahipalpur, Delhi",1700 - 1900
Hotel Bollywood Paradise,"Mahipalpur, Delhi",1000 - 1200
Hotel Ramhan Palace,"Mahipalpur, Delhi",900 - 1000
Hotel Classic Diplomat,"Mahipalpur, Delhi",1018 - 1168
Bluemont Beacon Hotel,"Mahipalpur, Delhi",1652 - 1888
De Pavilion Hotel,"Mahipalpur, Delhi",800 - 900
Hotel Grand Shoba,"Mahipalpur, Delhi",800 - 900
Hotel the Vegas and Banquet Hall 1,"Mahipalpur, Delhi",900 - 1100
Hotel The Grand Shoba,"Mahipalpur, Delhi",450 - 500
Hotel Viva Palace,"Mahipalpur, Delhi",1000 - 1200
Hotel Hanuwant Palace,"Mahipalpur, Delhi",500 - 600
Hotel Amour,"Mahipalpur, Delhi",550 - 650
Orana Hotels And Resorts,"Mahipalpur, Delhi",600 - 600
Hotel Alpine Tree,"Mahipalpur, Delhi","10,000"
Celebration Gardens,"Mahipalpur, Delhi","2,00,000"
