Venue Name,Venue Location,Price per Plate
Cross Roads Banquet Hall 1,"Moghalrajpuram, Vijayawada",380 - 600
Andhra Spice Banquet,"Moghalrajpuram, Vijayawada",500 - 550
Hotel Vdara,"Moghalrajpuram, Vijayawada",668 - 1018
HO Convention,"Moghalrajpuram, Vijayawada","1,55,018"
Lorry Owners Association Function Hall,"Moghalrajpuram, Vijayawada","75,000"
Hotel Manorama Banquet Hall,"Moghalrajpuram, Vijayawada","25,000"
Sri SitaRama Prameela Kalyanamandapam,"Moghalrajpuram, Vijayawada","40,000"
Swarna Grand Convention,"Moghalrajpuram, Vijayawada","55,000"
Hotel OM Grand Function Hall,"Moghalrajpuram, Vijayawada","50,000"
Executive Club,"Moghalrajpuram, Vijayawada","1,25,000"
Vaikuntapuram Function Hall,"Moghalrajpuram, Vijayawada","20,000"
Jyothi Convention,"Moghalrajpuram, Vijayawada","2,00,000"
