Venue Name,Venue Location,Price per Plate
Dee Marks Hotel & Resorts,"Rangpuri, Delhi",1000 - 1200
Hotel Westend Inn,"Rangpuri, Delhi",800 - 1000
Glitz Westend Inn Hotel,"Rangpuri, Delhi",1200 - 1500
Bella Monde Hotel,"Rangpuri, Delhi","30,000"
AND Banquet Lawn,"Rangpuri, Delhi","20,000"
