Venue Name,Venue Location,Price per Plate
Sheesh Mahal Barat Ghar,"Naraina, Delhi",2300 - 2500
Hotel Twin Tree,"Naraina, Delhi",1 - 1
The Grace,"Naraina, Delhi",1600 - 1800
A One Banquet,"Naraina, Delhi",900 - 1100
Royal Moments,"Naraina, Delhi",900 - 1100
Palm Springs Lawn,"Naraina, Delhi",1150 - 1350
Petal Banquet Hall,"Naraina, Delhi",1000 - 1500
Hotel Picasso Prive,"Naraina, Delhi",900 - 1100
SK Crown Park Hall 1,"Naraina, Delhi",1200 - 1350
Azalea Banquet Hall 1,"Naraina, Delhi",900 - 1000
Anila Boutique Hotel,"Naraina, Delhi",1300 - 1400
Batra Banquets Pvt Ltd,"Naraina, Delhi",750 - 850
Hotel Liv Inn,"Naraina, Delhi","15,000"
