Venue Name,Venue Location,Price per Plate
RADISSON BLU PUNEHINJAWADI,"Pimpri Chinchwad, Pune",1900 - 2000
Jay Ganesh Lawns and Banquets,"Pimpri Chinchwad, Pune",900
Banquets at Sayaji Hotel,"Pimpri Chinchwad, Pune",900 - 1200
Siesta Hinjewadi,"Pimpri Chinchwad, Pune",1000 - 1200
Pearl Banquet Hall,"Pimpri Chinchwad, Pune",750
Hotel Bhola,"Pimpri Chinchwad, Pune",600 - 800
The Majestic Banquet Hall,"Pimpri Chinchwad, Pune",1500 - 2000
Soham Banquet Hall,"Pimpri Chinchwad, Pune",1200 - 1500
Rhythm Banquet Hall,"Pimpri Chinchwad, Pune",750 - 850
Savarkar Mandal,"Pimpri Chinchwad, Pune",500
Purna Bramha Hall,"Pimpri Chinchwad, Pune",550
The Empire Restaurant,"Pimpri Chinchwad, Pune",600 - 800
Royal Lawns Pimpri,"Pimpri Chinchwad, Pune",500 - 600
Hotel Golden Swan,"Pimpri Chinchwad, Pune",550 - 600
Baliraj Garden,"Pimpri Chinchwad, Pune",450
Kashidham Mangal Karyalay,"Pimpri Chinchwad, Pune",450
"Hotel Crystal Court,Pune","Pimpri Chinchwad, Pune",450 - 550
"Hotel Kundan Palace,Pune","Pimpri Chinchwad, Pune",450 - 550
"Grand Exotica Business Hotel,Pune","Pimpri Chinchwad, Pune",850 - 1050
The Gazebo Banquet Hall,"Pimpri Chinchwad, Pune",850
MDS Banquets and Lawns,"Pimpri Chinchwad, Pune",666 - 777
Suruchi Lawns & Banquet,"Pimpri Chinchwad, Pune",299
Royal Lawns,"Pimpri Chinchwad, Pune","2,00,000"
Hriday Hall,"Pimpri Chinchwad, Pune","50,000"
