Venue Name,Venue Location,Price per Plate
Howard Johnson Cave Hall,"Nagavara, Bangalore",1003 - 1121
Bhagini Residency Big Hall,"Nagavara, Bangalore",295 - 384
Country Inn And Suites,"Nagavara, Bangalore",735 - 892
Courtyard by Marriott Bengaluru,"Nagavara, Bangalore",800 - 1000
Manpho Convention Centre,"Nagavara, Bangalore",800 - 1000
The cloud entries & NSS Function Hall,"Nagavara, Bangalore",350 - 550
Lumbini Gardens Hall,"Nagavara, Bangalore",500 - 600
Marhaba Palace Hall,"Nagavara, Bangalore",300 - 400
Irfan Function Hall,"Nagavara, Bangalore","44,000"
Marks Event,"Nagavara, Bangalore","30,000"
Barkath Function Hall,"Nagavara, Bangalore","55,000"
MM palace function Hall,"Nagavara, Bangalore","36,000"
Mohala Alli Function Hall,"Nagavara, Bangalore","35,000"
Mallika MCS Convention Hall,"Nagavara, Bangalore","50,000"
SR Function Hall,"Nagavara, Bangalore","60,000"
NSS Function Hall,"Nagavara, Bangalore","45,000"
Amir Hall,"Nagavara, Bangalore","35,000"
CMA Grand,"Nagavara, Bangalore","1,50,000"
