Artist Name,Artist Location,Price
Getgorgeouswidme,"Mira Road, Mumbai","15,000"
Haifa Make Over,"Mira Road, Mumbai","10,000"
Magical Touch,"Mira Road, Mumbai","6,000"
Reena's Makeovers,"Mira Road, Mumbai","12,000"
Ava Makeup Mantra By Suman Sanil,"Mira Road, Mumbai","15,000"
Samira's Salon,"Mira Road, Mumbai","8,000"
Gousiya Shaikh Makeovers,"Mira Road, Mumbai","8,000"
Renuka Fashion Makeovers,"Mira Road, Mumbai","12,000"
Poojachikane Makeup,"Mira Road, Mumbai","10,000"
Makeup by Zahii,"Mira Road, Mumbai","5,000"
Ruchi Makeup Artistry,"Mira Road, Mumbai","10,000"
Pushpa Sahani Makeup Studio,"Mira Road, Mumbai","5,000"
Makeup Artist Nilofer,"Mira Road, Mumbai","12,000"
Shano Makeover,"Mira Road, Mumbai","6,000"
Jyoti Hansora Makeover,"Mira Road, Mumbai","30,000"
Shaheen Makeup,"Mira Road, Mumbai","10,000"
Mrudula Gandhi Makeup Artist,"Mira Road, Mumbai","11,000"
