Artist Name,Artist Location,Price
Anushka Mua,"Panvel, Mumbai","15,000"
Swaroopa Makeup,"Panvel, Mumbai","5,000"
Saundary Beauty Parlour,"Panvel, Mumbai","5,000"
Beauty Queens Makeover,"Panvel, Mumbai","18,000"
Poo Creation,"Panvel, Mumbai","5,000"
Vaishali's Makeup Artist & Hair Stylist,"Panvel, Mumbai","15,000"
Sayali Makeover,"Panvel, Mumbai","15,000"
Arti Makeup Artist,"Panvel, Mumbai","10,000"
Makeup by Praju,"Panvel, Mumbai","20,000"
Geet Makeover,"Panvel, Mumbai","16,000"
Jagruti Makeover,"Panvel, Mumbai","10,000"
Sejal Makeover,"Panvel, Mumbai","10,000"
Makeover By Snehal,"Panvel, Mumbai","8,000"
Sn Makeover,"Panvel, Mumbai","10,000"
