Artist Name,Artist Location,Price
Sachinidhi Artistry,"Patel Nagar, Delhi","15,000"
Swati Salon,"Patel Nagar, Delhi","15,000"
Mannat Makeover,"Patel Nagar, Delhi","10,000"
The Glamour Studioss,"Patel Nagar, Delhi","10,000"
Primp by Prashi Chawla,"Patel Nagar, Delhi","20,000"
Contour Queens Artistry,"Patel Nagar, Delhi","12,000"
Anchal Kharbanda Makeup,"Patel Nagar, Delhi","5,000"
Beauty Star Makeup Studio,"Patel Nagar, Delhi","5,000"
Beauty Star Salon,"Patel Nagar, Delhi","10,000"
K P Makeovers,"Patel Nagar, Delhi","15,000"
Makeup by Meenu Panchal,"Patel Nagar, Delhi","15,000"
Ashu Phaman,"Patel Nagar, Delhi","2,000"
Makeup by Manvi,"Patel Nagar, Delhi","10,000"
Amita Kaushal Makeovers,"Patel Nagar, Delhi","15,000"
Era Gogna Makeup and Hair,"Patel Nagar, Delhi","25,000"
Anjali makeover,"Patel Nagar, Delhi","6,000"
Taruna Kriplani Makeup Artist,"Patel Nagar, Delhi","10,000"
Makeover By Anita 32,"Patel Nagar, Delhi","6,000"
Glitz by Gurshika,"Patel Nagar, Delhi","15,000"
Tripti Makeover,"Patel Nagar, Delhi","12,000"
