Artist Name,Artist Location,Price
SH Academy And Salon,"Sewri, Mumbai","7,000"
Ashas Makeover,"Sewri, Mumbai","10,000"
Akansha Yadav Makeovers,"Sewri, Mumbai","10,000"
Hair N Makeup by Freya Bamji,"Sewri, Mumbai","10,000"
Surbhi Singh Makeup Artist,"Sewri, Mumbai","10,000"
Makeover by Isha,"Sewri, Mumbai","15,000"
Mahira Makeover,"Sewri, Mumbai","25,000"
Khushi Sharma Makeover,"Sewri, Mumbai","13,000"
Makeup By Hadiyaansari,"Sewri, Mumbai","10,000"
Glam By Nehaand Priyanka,"Sewri, Mumbai","8,000"
Shilpa Chapade Makeup,"Sewri, Mumbai","12,000"
