Artist Name,Artist Location,Price
Nidhiraimakeovers,"Kurla, Mumbai","11,000"
Beba Bridal,"Kurla, Mumbai","15,000"
Makeup by Tasmiya,"Kurla, Mumbai","10,000"
Lash Pro Makeup Studio and Beauty Academy,"Kurla, Mumbai","10,000"
Makeover Rajlaxmi,"Kurla, Mumbai","10,000"
Samiksha BeautyParlour,"Kurla, Mumbai","8,000"
Ayesha Soomar Makeup Artist,"Kurla, Mumbai","4,000"
Makeover by Amina,"Kurla, Mumbai","13,000"
Munaz Makeup Artist,"Kurla, Mumbai","1,500"
La Grace Beauty and Cosmetology Clinic,"Kurla, Mumbai","8,000"
Khushi's Bridal Studio and Academy,"Kurla, Mumbai","10,000"
Jyoti Bride World,"Kurla, Mumbai","15,000"
Makeup by Aimankhan,"Kurla, Mumbai","10,000"
Beautiful U,"Kurla, Mumbai","2,000"
New Look Ladies Beauty Parlour,"Kurla, Mumbai","6,000"
Lash Pro Makeup Studio,"Kurla, Mumbai","10,000"
Ammu's beauty hub,"Kurla, Mumbai","7,000"
Glam By Aashi,"Kurla, Mumbai","15,000"
Henal's Makeover,"Kurla, Mumbai","7,000"
Sai Beauty Parlor & Classes,"Kurla, Mumbai","10,000"
Ekta Makeup Artist,"Kurla, Mumbai","10,000"
Glam Makeup by Ayesha,"Kurla, Mumbai","4,000"
Afroz Makeover,"Kurla, Mumbai","7,000"
Komal Chaurasiya Makeover,"Kurla, Mumbai","10,000"
