Artist Name,Artist Location,Price
Priyanka Makeover,"T Nagar, Chennai","10,000"
J’s Hair and Makeup,"T Nagar, Chennai","20,000"
Shilpanivi makeover,"T Nagar, Chennai","15,000"
Chaitu's Makeup Studio,"T Nagar, Chennai","10,000"
Glamup with Manisha,"T Nagar, Chennai","6,999"
AK Artistry,"T Nagar, Chennai","25,000"
Loki Makeup Artist,"T Nagar, Chennai","10,000"
Swathi Hair and Makeup,"T Nagar, Chennai","10,000"
Diamond Artistry,"T Nagar, Chennai","15,000"
Naturals Salon & Spa - T.Nagar,"T Nagar, Chennai","15,340"
Ayisha Makeup Artist,"T Nagar, Chennai","8,000"
Divya Makeup Artist,"T Nagar, Chennai","9,000"
DR Make Up,"T Nagar, Chennai","7,999"
Preethi Artistry,"T Nagar, Chennai","15,000"
Jalthan Hair and Beauty,"T Nagar, Chennai","12,000"
Plush & Blush,"T Nagar, Chennai","5,000"
Shalini Makeover Artistry,"T Nagar, Chennai","8,000"
AV Makeover Artistry,"T Nagar, Chennai","7,500"
