Artist Name,Artist Location,Price
Saranyas Makeover And Fashion Academy,"Bhavani, Erode","5,000"
Revathi Makeup Artist,"Bhavani, Erode","8,000"
Myvizhi Makeup Artist,"Bhavani, Erode","8,000"
