Artist Name,Artist Location,Price
Prithoshi Makeover Artistry,"Velachery, Chennai","8,000"
Jenis Makeup Artist,"Velachery, Chennai","5,000"
Berney Bridal Boutique,"Velachery, Chennai","12,000"
Laksha Beauty Studio,"Velachery, Chennai","10,000"
Styled by Keerthihareepriya,"Velachery, Chennai","10,000"
Jothi Makeup Artist,"Velachery, Chennai","13,500"
Glow Girl Makeup Artist,"Velachery, Chennai","12,000"
Ruby & Roni Artistry,"Velachery, Chennai","8,000"
Boho Beauty,"Velachery, Chennai","14,000"
Glowblush Professional makeover studio,"Velachery, Chennai","3,999"
Agyaa Makeup Artistry,"Velachery, Chennai","11,000"
Prithoshi Makeup Artistry,"Velachery, Chennai","15,000"
Vilasini Makeup,"Velachery, Chennai","15,000"
Makeup by Sowmiya,"Velachery, Chennai","10,000"
Makeup by Srinidhi,"Velachery, Chennai","12,000"
Priya Makeovers,"Velachery, Chennai","8,000"
Bahmini Hair and Makeup,"Velachery, Chennai","10,000"
Happily Ever After,"Velachery, Chennai","12,000"
SaiRekha Makeover,"Velachery, Chennai","15,000"
Bridal Vibes,"Velachery, Chennai","12,500"
Makeup Artistry By Kavitha Sekar,"Velachery, Chennai","40,000"
Dhanya Makeovers,"Velachery, Chennai","15,000"
Vika Makeup Artist,"Velachery, Chennai","6,500"
Beauty Lounge,"Velachery, Chennai","4,000"
