Artist Name,Artist Location,Price
Lamizon Salon by Vilma,"Mathikere, Bangalore","10,000"
Parvathi Raj Makeover,"Mathikere, Bangalore","15,000"
Kala's Makeup Studio,"Mathikere, Bangalore","25,000"
