Artist Name,Artist Location,Price
Makeup By Pooja,"Agripada, Mumbai","15,000"
Aayushi Jain Makeup Artist,"Agripada, Mumbai","20,000"
Namrata Makeover,"Agripada, Mumbai","10,000"
Shivani Makeup Academy,"Agripada, Mumbai","25,000"
Minal Makeup Artist,"Agripada, Mumbai","15,000"
Chanchals Makeup Studio,"Agripada, Mumbai","15,000"
Makeup By Safa IG,"Agripada, Mumbai","15,000"
Divine Makeover And Beuty Salon,"Agripada, Mumbai","10,000"
Pradnya The Makeup Artist,"Agripada, Mumbai","8,000"
Sum Makeup Artist,"Agripada, Mumbai","10,000"
Makeover by Gayatri,"Agripada, Mumbai","15,000"
Makeup By Sunita,"Agripada, Mumbai","15,000"
Kavita Patil Makeover,"Agripada, Mumbai","10,000"
Neha Ingale Makeover,"Agripada, Mumbai","10,000"
Niveditas Makeover,"Agripada, Mumbai","14,999"
Makeup Artist Hair Stylist nd Skin Therapist,"Agripada, Mumbai","7,000"
Gauravi Makeovers,"Agripada, Mumbai","7,000"
Avalon Beauty salon,"Agripada, Mumbai","6,000"
