Artist Name,Artist Location,Price
Sharayu Velapure,"Pimple Gurav, Pune","5,000"
Kanchan Bhagat Mua,"Pimple Gurav, Pune","8,000"
Stayong Salon Nd Spa,"Pimple Gurav, Pune","10,000"
Jayashri Jagtap Makeup Artist,"Pimple Gurav, Pune","5,000"
PS Makeover Artistry,"Pimple Gurav, Pune","15,000"
Pradnya Romade Makeover,"Pimple Gurav, Pune","12,000"
Supriya Talekar Makeup Artist,"Pimple Gurav, Pune","15,000"
