Artist Name,Artist Location,Price
The Hair Story,"Dadar, Mumbai","15,000"
Poonam Savla Beauty World,"Dadar, Mumbai","10,000"
Prajakta Makeover,"Dadar, Mumbai","10,000"
Shivangi Makeovere,"Dadar, Mumbai","15,000"
Makeup By Rani,"Dadar, Mumbai","8,000"
Shraddha Kasbe Makeover,"Dadar, Mumbai","20,000"
Dipali Mandrekar Makeover,"Dadar, Mumbai","25,000"
Sapna Bridal Makeover,"Dadar, Mumbai","12,000"
MB Hair Makeup Expert,"Dadar, Mumbai","15,000"
Sonal Khot Pansare Makeovers,"Dadar, Mumbai","10,000"
Radha Makeover,"Dadar, Mumbai","18,000"
Makeover by Lavisha,"Dadar, Mumbai","25,000"
Makeover by Prachiee,"Dadar, Mumbai","8,000"
Galaxy of Rups,"Dadar, Mumbai","5,000"
Aayat Makeover,"Dadar, Mumbai","12,000"
Purvaadhav Makeup,"Dadar, Mumbai","15,000"
Nature Beauty Parlour,"Dadar, Mumbai","8,000"
Seema Makeup Artist Khed,"Dadar, Mumbai","8,000"
Ruchi Makeovers,"Dadar, Mumbai","15,000"
Kaveri Makeup Artist,"Dadar, Mumbai","7,000"
Makeup By Mayuri,"Dadar, Mumbai","8,000"
Neha Oswal Makeover,"Dadar, Mumbai","10,000"
Reshma Makeup,"Dadar, Mumbai","10,000"
Dolly Makeover,"Dadar, Mumbai","5,000"
