Artist Name,Artist Location,Price
Karthi's Makeover & Bridal Aesthetica,"Arumbakkam, Chennai","12,000"
Naira Mad Makeup,"Arumbakkam, Chennai","10,000"
Sangeeth Beauty,"Arumbakkam, Chennai","12,500"
Swetz Makeover Artistry,"Arumbakkam, Chennai","15,000"
Shibu Makeup Artist,"Arumbakkam, Chennai","7,000"
Elegance to Enhance,"Arumbakkam, Chennai","10,000"
Megz Artistry,"Arumbakkam, Chennai","8,000"
Dk Bridal Makeup Artist,"Arumbakkam, Chennai","14,000"
@t Studio One,"Arumbakkam, Chennai","20,000"
,"Arumbakkam, Chennai","8,000"
