Artist Name,Artist Location,Price
Finu Makeover,"R S Puram, Coimbatore","12,000"
Ashvi Bridal Makeup,"R S Puram, Coimbatore","20,000"
Gold Angel Beauty Care,"R S Puram, Coimbatore","10,000"
Renish Makeover,"R S Puram, Coimbatore","15,000"
Vani Beauty Salon,"R S Puram, Coimbatore","10,000"
Shadows Makeover by DharaniSundar,"R S Puram, Coimbatore","10,000"
Sharmila Makeup Artisry,"R S Puram, Coimbatore","15,000"
Makeover by Kavya,"R S Puram, Coimbatore","20,000"
Sasti Hair and Makeup,"R S Puram, Coimbatore","15,000"
Keerthana Makeup Artist,"R S Puram, Coimbatore","10,000"
Blush Beauty Bridal Makeover,"R S Puram, Coimbatore","7,000"
