Artist Name,Artist Location,Price
The Barber Lounge Salon,"Mogappair, Chennai","8,000"
Viji Makeup Artistry,"Mogappair, Chennai","20,000"
StudioMW Unisexsaloon Mogappair,"Mogappair, Chennai","9,000"
Devi Makeup Artist,"Mogappair, Chennai","10,000"
Renu Makeup Arty,"Mogappair, Chennai","10,000"
Makeup by Maxaliza,"Mogappair, Chennai","7,000"
Divya Makeup Artist,"Mogappair, Chennai","20,000"
Beautiful you MUA,"Mogappair, Chennai","15,000"
Makeover by Jayaselvi,"Mogappair, Chennai","8,000"
Prisai Makeover,"Mogappair, Chennai","5,000"
Suganthi Makeup Artist,"Mogappair, Chennai","15,000"
Glimmix makeover Studio,"Mogappair, Chennai","10,000"
Viji Makeup Artist,"Mogappair, Chennai","5,000"
