Artist Name,Artist Location,Price
Muskan Makeup Studio,"Badlapur, Mumbai","15,000"
Pro Beauty Studio,"Badlapur, Mumbai","12,000"
Kshitija's Absolute Makeup Studio And Academy,"Badlapur, Mumbai","15,000"
Sandhya Makeup Beauty,"Badlapur, Mumbai","8,000"
Ashlesha Makeup Studio,"Badlapur, Mumbai","10,000"
Nilima Makeover,"Badlapur, Mumbai","15,000"
Makeup by Sanchita,"Badlapur, Mumbai","12,000"
Sarita Beauti Parlour,"Badlapur, Mumbai","5,500"
Makeup Artist Tanmai More,"Badlapur, Mumbai","15,000"
Dreams Beauty Parlour,"Badlapur, Mumbai","5,500"
