Artist Name,Artist Location,Price
Elegance by Elara,"Banaswadi, Bangalore","10,000"
Pooja Bridal Artistry,"Banaswadi, Bangalore","6,000"
Sindhu Makeover,"Banaswadi, Bangalore","10,000"
Vanitha Makeup Artist,"Banaswadi, Bangalore","8,000"
Makeover With Kusuma Ashok,"Banaswadi, Bangalore","10,000"
Saumya Srivastav Beauty,"Banaswadi, Bangalore","8,000"
Gayathri Namish Makeover,"Banaswadi, Bangalore","10,000"
Pooja Vardhan Makeup,"Banaswadi, Bangalore","15,000"
Makeup by Natashafarhana,"Banaswadi, Bangalore","4,000"
Dia Makeover,"Banaswadi, Bangalore","15,000"
Kousal Makeoverartistry,"Banaswadi, Bangalore","3,000"
Sweta Jain Artistry,"Banaswadi, Bangalore","15,000"
