Artist Name,Artist Location,Price
Diamond Bridal Makeup,"Kodambakkam, Chennai","7,500"
Laksmi makeover,"Kodambakkam, Chennai","10,000"
Ramya Makeup Artistry,"Kodambakkam, Chennai","9,000"
Magical Journey Makeover,"Kodambakkam, Chennai","12,000"
Makeup Artist Sai,"Kodambakkam, Chennai","15,000"
MakeoverbyG,"Kodambakkam, Chennai","13,500"
Bride's Corner,"Kodambakkam, Chennai","15,000"
Sana's Makeup Artist,"Kodambakkam, Chennai","5,000"
Aalamara Makeover Artistry,"Kodambakkam, Chennai","10,000"
Supriya Make Up Artist,"Kodambakkam, Chennai","10,000"
Hema's Makeup And Hairdo,"Kodambakkam, Chennai","5,000"
Raj bridal makeup,"Kodambakkam, Chennai","30,000"
Leenas Beauty Salon,"Kodambakkam, Chennai","10,000"
Megalai Makeup Artist,"Kodambakkam, Chennai","12,000"
StudioR,"Kodambakkam, Chennai","6,000"
Global Creations,"Kodambakkam, Chennai","7,000"
Rekha Makeup Artistry,"Kodambakkam, Chennai","25,000"
Sun Beauty Care,"Kodambakkam, Chennai","5,000"
Blush and Highlights Makeover,"Kodambakkam, Chennai","10,000"
The Meraki studio,"Kodambakkam, Chennai","10,000"
Jayhari Makeovers,"Kodambakkam, Chennai","7,000"
Adithya Makeup Artist,"Kodambakkam, Chennai","7,000"
Rithika Makeover,"Kodambakkam, Chennai","7,000"
Jen Makeover,"Kodambakkam, Chennai","7,000"
