Artist Name,Artist Location,Price
Blush by Anvita Walke,"Powai, Mumbai","12,000"
Elegant Makeovers by Sony & DJ,"Powai, Mumbai","20,000"
Bridesbyvrinda,"Powai, Mumbai","15,000"
Queen hair & beauty lounge,"Powai, Mumbai","15,000"
Makeup By Mittal Patel,"Powai, Mumbai","15,000"
BrideMeUp,"Powai, Mumbai","15,000"
Makeup by Aachal Jain,"Powai, Mumbai","25,000"
Anneiita's Makeover,"Powai, Mumbai","18,000"
BlushnBraids,"Powai, Mumbai","7,000"
Makeovers by Sukanya,"Powai, Mumbai","25,000"
Makeoversbygurleen,"Powai, Mumbai","10,000"
Nikita Vohra Promakeup artist,"Powai, Mumbai",On Request
Puja Agarwal Makeup artist,"Powai, Mumbai","15,000"
Ultimate Makeovers,"Powai, Mumbai","12,000"
Makeover Shilpa,"Powai, Mumbai","12,000"
Sarrah Mukadam,"Powai, Mumbai","7,000"
Nisha's Bridal World,"Powai, Mumbai","15,000"
Zabis Makeup,"Powai, Mumbai","15,000"
Makeup & Hairstyling by Pooja Jain,"Powai, Mumbai","10,000"
Akshita - Makeup & Hair,"Powai, Mumbai","12,000"
Sadiya Shaikh Makeovers,"Powai, Mumbai","13,000"
Make Up by Devika Nair,"Powai, Mumbai","12,000"
Kinjals makeovers,"Powai, Mumbai","20,000"
Professional hairstylist and makeup artist,"Powai, Mumbai","15,000"
