Artist Name,Artist Location,Price
Kimyramakeovers,"Barkatpura, Hyderabad","10,000"
Nafisa Lalani Makeup Artistry,"Barkatpura, Hyderabad","7,000"
Jaanvi Beauty Parlour,"Barkatpura, Hyderabad","10,000"
Annapurna Makeup Artist,"Barkatpura, Hyderabad","20,000"
Sabithashashi Makeup,"Barkatpura, Hyderabad","8,000"
Anjali's Makeovers,"Barkatpura, Hyderabad","15,000"
Blossom,"Barkatpura, Hyderabad","15,000"
Sony Makeovers,"Barkatpura, Hyderabad","12,000"
Bridals By Wajiha,"Barkatpura, Hyderabad","7,000"
Disha Jaiswal Makeup Artist,"Barkatpura, Hyderabad","10,000"
