Artist Name,Artist Location,Price
Confetti Makeup And Hairs,"Wagholi, Pune","9,000"
Artist Aishwarya,"Wagholi, Pune","12,000"
Elite Beauty Salon,"Wagholi, Pune","5,000"
Miras Makeover,"Wagholi, Pune","10,000"
Makeup by Jayshree,"Wagholi, Pune","7,000"
Crimson Shades,"Wagholi, Pune","15,000"
Neha Tapkir Makeovers,"Wagholi, Pune","7,000"
Bh Beauty Salon And Meakup Artist,"Wagholi, Pune","4,000"
Anuradha Auti Makeover,"Wagholi, Pune","20,000"
Shital Makeover,"Wagholi, Pune","5,000"
Beauty Inside,"Wagholi, Pune","5,000"
Swanandi Makeovers,"Wagholi, Pune","8,000"
Supriya Makeovers,"Wagholi, Pune","20,000"
