Artist Name,Artist Location,Price
Beyonce bridal artistry,"Choolaimedu, Chennai","15,000"
Lavanya Eugine - Bridal Makeup Expert,"Choolaimedu, Chennai","20,000"
Alisha Makeover,"Choolaimedu, Chennai","10,000"
Sofia makeup Artist,"Choolaimedu, Chennai","12,000"
Preethi Hair and Makeup,"Choolaimedu, Chennai","15,000"
Lavish Makeup Artist,"Choolaimedu, Chennai","8,000"
Sheluxe Makeovers,"Choolaimedu, Chennai","10,000"
Rohini Makeup Artistry,"Choolaimedu, Chennai","8,000"
B Fair Ladies Salon,"Choolaimedu, Chennai","5,000"
Alisha Makeovers,"Choolaimedu, Chennai","15,000"
Angel bird,"Choolaimedu, Chennai","8,000"
Hema Makeover,"Choolaimedu, Chennai","4,000"
Venus Beauty Salons,"Choolaimedu, Chennai","6,000"
Fair N Glow Beauty and Bridal,"Choolaimedu, Chennai","8,000"
Ramya MUA,"Choolaimedu, Chennai","4,999"
