Artist Name,Artist Location,Price
Makeup By Malika Talwar,"Pitampura, Delhi","18,000"
Makeup By Aarti Makkar,"Pitampura, Delhi","20,000"
Makeup Artist Ambika,"Pitampura, Delhi","18,000"
Ishika Garg Makeovers,"Pitampura, Delhi","18,000"
Makeup by Meenakshi Dhamija,"Pitampura, Delhi","15,000"
Recreators by Arzoo,"Pitampura, Delhi","15,000"
Vini Kharbanda,"Pitampura, Delhi","20,000"
Mohini Makeup,"Pitampura, Delhi","4,999"
Mua Priya Saraf,"Pitampura, Delhi","11,000"
Niti Makeovers,"Pitampura, Delhi","15,000"
Nikita Goswami Makeovers,"Pitampura, Delhi","20,000"
Sparkle Beauty Studio,"Pitampura, Delhi","7,000"
Prive Salon,"Pitampura, Delhi","2,500"
Rose Buds Makeup Studio,"Pitampura, Delhi","15,000"
Bliss Fashion Studio,"Pitampura, Delhi","10,000"
Fab Face by Falak,"Pitampura, Delhi","20,000"
S K Makeovers,"Pitampura, Delhi","11,000"
Archana Makeovers,"Pitampura, Delhi","15,000"
Glam By Pooja,"Pitampura, Delhi","11,000"
Makeoveers by Ritikaa,"Pitampura, Delhi","7,000"
Glam Studio Pitampur,"Pitampura, Delhi","25,000"
Natural Beauty and Makeup Studio,"Pitampura, Delhi","7,000"
MakeoversbyShivani,"Pitampura, Delhi","10,000"
Angel Makeover Academy,"Pitampura, Delhi","19,000"
