Artist Name,Artist Location,Price
Surya Makeover Artist,"Anna Road, Chennai","10,000"
Sahas Makeover Artistry,"Anna Road, Chennai","12,000"
Minion Makeover,"Anna Road, Chennai","8,000"
Tamilachi Makeup Studio Salon,"Anna Road, Chennai","10,000"
Meera Makeover,"Anna Road, Chennai","7,000"
Kavi Makeover,"Anna Road, Chennai","8,000"
Nimmis Makeover,"Anna Road, Chennai","10,000"
Harshdeep Makeovers,"Anna Road, Chennai","8,000"
Makeover By Sai Lakshmi,"Anna Road, Chennai","10,000"
Rehanas Makeover Artistry,"Anna Road, Chennai","8,000"
