Artist Name,Artist Location,Price
Clenz Beauty Salon,"Kothamangalam, Kochi","20,000"
Feather Touch,"Kothamangalam, Kochi","15,000"
Leens Beauty Parlour,"Kothamangalam, Kochi","9,000"
Love Lashes Make-up,"Kothamangalam, Kochi","10,000"
Madam Beauty Parlour,"Kothamangalam, Kochi","15,000"
Jijas Beauty Parlour,"Kothamangalam, Kochi","15,000"
Moon Beauty Care,"Kothamangalam, Kochi","15,000"
Fasna Shaikh Makeup Artist,"Kothamangalam, Kochi","10,000"
D Salon,"Kothamangalam, Kochi","15,000"
Isha Art of Makeup,"Kothamangalam, Kochi","10,000"
Rijaz Makeup Studio,"Kothamangalam, Kochi","15,000"
