Artist Name,Artist Location,Price
Lashes And Curls By Priya,"Shahdara, Delhi","20,000"
Makeup by Muskan Kapoor,"Shahdara, Delhi","24,000"
Shalu Makeover,"Shahdara, Delhi","18,000"
Shreya beauty parlour and makeup studio,"Shahdara, Delhi","5,000"
Makeup by Kriti,"Shahdara, Delhi","8,000"
Asmi Makeup Studio,"Shahdara, Delhi","45,000"
Shringar Makeover,"Shahdara, Delhi","8,000"
Frown Fantasy by Simran Bhatt,"Shahdara, Delhi","35,000"
Bridal Urvashi Makeovers,"Shahdara, Delhi","2,000"
Makeup Artistry by Preeti,"Shahdara, Delhi","10,000"
Kavita Makeover,"Shahdara, Delhi","25,000"
MAKEUP STORIES BY SANDDHYA,"Shahdara, Delhi","12,000"
Geeta Verma Makeovers,"Shahdara, Delhi","15,000"
Makeup Artist Neelam,"Shahdara, Delhi","8,000"
Anshu Rajput Makeovers,"Shahdara, Delhi","10,000"
Lavish Beauties by Gonika,"Shahdara, Delhi","8,000"
shalumakeovers,"Shahdara, Delhi","20,000"
Rakhi Kashyap Makeup Artist,"Shahdara, Delhi","8,000"
Glam Makeup Artist Riya,"Shahdara, Delhi","5,000"
Gorgeous Makeover,"Shahdara, Delhi","15,000"
Makeup Strokes By Sonia Sachdeva,"Shahdara, Delhi","7,000"
Blush & Brush by Rani,"Shahdara, Delhi","10,000"
Divya Sharma Mua,"Shahdara, Delhi","25,000"
Makeover by Mamta,"Shahdara, Delhi","15,000"
