Artist Name,Artist Location,Price
Makeover by Gunjan Bhardwaj,"Dwarka, Delhi Ncr","12,000"
Divya Sachdeva Makeup Artist,"Dwarka, Delhi Ncr","23,000"
Natasha Makeup Studio,"Dwarka, Delhi Ncr","2,500"
Makeup By Hansashewa,"Dwarka, Delhi Ncr","25,000"
Shweta Makeovers,"Dwarka, Delhi Ncr","10,000"
Suman Makeup Mantras and Makeup academy,"Dwarka, Delhi Ncr","25,000"
Makeup by Sisters,"Dwarka, Delhi Ncr","10,000"
Picture Perfecct by Sumita Saxena,"Dwarka, Delhi Ncr","15,000"
MUA Kajal Sood,"Dwarka, Delhi Ncr","22,000"
Sunita Makeovers,"Dwarka, Delhi Ncr","15,000"
Belle World,"Dwarka, Delhi Ncr","15,000"
Mbellish by Sejal,"Dwarka, Delhi Ncr","20,000"
Monika Raina Makeovers,"Dwarka, Delhi Ncr","1,500"
Maneesha Ahlawat Makeovers,"Dwarka, Delhi Ncr","18,000"
Makeup by Pushpa,"Dwarka, Delhi Ncr","15,000"
Khushboo Bhardwaj Makeupartist,"Dwarka, Delhi Ncr","8,000"
Komal Garg Makeovers,"Dwarka, Delhi Ncr","15,000"
Bhawna Makeup Artist,"Dwarka, Delhi Ncr","18,000"
Sujita Thakur Makeup & Hair Artist,"Dwarka, Delhi Ncr","16,000"
Rk Makeovers,"Dwarka, Delhi Ncr","7,000"
Fashion Art by Bhakti Verma,"Dwarka, Delhi Ncr","22,000"
Base Salon,"Dwarka, Delhi Ncr","9,000"
Muatamanna,"Dwarka, Delhi Ncr","12,000"
Makeup by Jyoti Bakshi Sharma,"Dwarka, Delhi Ncr","15,000"
