Artist Name,Artist Location,Price
Professional hair & makeup artist Keyuri,"Mulund West, Mumbai","10,000"
Anky's Bridal Makeover & Academy,"Mulund West, Mumbai","5,000"
Sisters Glam by Bhumi and Disha,"Mulund West, Mumbai","9,000"
Bharati Makeovers,"Mulund West, Mumbai","15,000"
Mohanish Thakkar Makeover,"Mulund West, Mumbai","21,000"
Tejal Kenia Hairstyle & Make up Artist,"Mulund West, Mumbai","15,000"
Bharati Bridal Makeover,"Mulund West, Mumbai","15,000"
Makeovers By Mohanish Thakkar,"Mulund West, Mumbai","20,000"
Soni's makeup Treasures,"Mulund West, Mumbai","15,000"
Born Beaute by AK,"Mulund West, Mumbai","5,000"
