Artist Name,Artist Location,Price
Pinal Neema Makeovers,"Wakad, Pune","9,000"
Makeover by Ritika,"Wakad, Pune","6,000"
Neeha Kaur MUA,"Wakad, Pune","7,000"
Makeover Shamal,"Wakad, Pune","11,000"
Pallavi Kadale Makeup Artist,"Wakad, Pune","20,000"
Jawed'z Style Studio,"Wakad, Pune","7,000"
Sai Parlor,"Wakad, Pune","10,000"
Makeup Artist Nikita Gondhale,"Wakad, Pune","6,000"
Mahira Makeovers,"Wakad, Pune","8,000"
Makeup Artist Prajakta Jagdale,"Wakad, Pune","5,000"
Shweta Kaloshe Makeup Artist,"Wakad, Pune","10,000"
Shree Makeup Studio,"Wakad, Pune","10,000"
