Artist Name,Artist Location,Price
Deepti Wadhwa Mua,"Dilshad Garden, Delhi","15,000"
Face Artistry by Namita Negi,"Dilshad Garden, Delhi","15,000"
Henna Beauty Parlour,"Dilshad Garden, Delhi","5,000"
Instaura Makeovers,"Dilshad Garden, Delhi","12,000"
Marvelous Makeup Artist,"Dilshad Garden, Delhi","2,500"
Wake Up & Make Up by Richa,"Dilshad Garden, Delhi","7,500"
MS Makeover,"Dilshad Garden, Delhi","12,000"
PN Makeover,"Dilshad Garden, Delhi","8,000"
Shail makeovers,"Dilshad Garden, Delhi","15,000"
Blessing Salon,"Dilshad Garden, Delhi","10,000"
Styles by Laxmi,"Dilshad Garden, Delhi","20,000"
Vaishali Malhotra Makeovers,"Dilshad Garden, Delhi","12,000"
Bake Blush Bronze by Ayushi,"Dilshad Garden, Delhi","15,000"
Kanika Maheshwari Dhawan,"Dilshad Garden, Delhi","15,000"
Avlon Paris,"Dilshad Garden, Delhi","15,000"
Makeover By Manju Singh,"Dilshad Garden, Delhi","15,000"
Vandana Makeover,"Dilshad Garden, Delhi","12,000"
Nidhi Makeover,"Dilshad Garden, Delhi","20,000"
Sudiksha Makeovers,"Dilshad Garden, Delhi","10,000"
Priyanka Kasana Makeup Artist,"Dilshad Garden, Delhi","15,000"
Lehar Rathore,"Dilshad Garden, Delhi","8,000"
Roshni Makeovers Studio,"Dilshad Garden, Delhi","15,000"
Nidz Makeovers,"Dilshad Garden, Delhi","18,000"
Me Time Makeup Studio,"Dilshad Garden, Delhi","30,000"
