Artist Name,Artist Location,Price
Plush Brides,"Pune, Pune","35,000"
Vandana Bhuyan,"Pune, Pune","18,000"
Farheens Makeover,"Pune, Pune","12,000"
Makeup Artist Sefali Kumavat,"Pune, Pune","16,000"
Divya's Bridal Makeup Studio,"Pune, Pune","10,000"
Variety Makeup By Sharvari,"Pune, Pune","12,000"
Jyoti Parlour,"Pune, Pune","9,000"
Princess Parlour,"Pune, Pune","5,000"
Shades of beauty✨,"Pune, Pune","5,000"
Aakansha Beauty Studio,"Pune, Pune","5,000"
TC Makeovers and Beauty Studio,"Pune, Pune","7,999"
Grace Makeup Studio and Academy,"Pune, Pune","5,000"
Ashwini Murkute Makeup,"Pune, Pune","10,000"
Naseem Makeup Artist,"Pune, Pune","8,000"
Glamourous Beauty By Dolly,"Pune, Pune","2,000"
SK Makeovers,"Pune, Pune","10,000"
Be You Tiful Salon,"Pune, Pune","6,000"
Makeover by Sharada,"Pune, Pune","7,000"
Ahaana Makeup Mantra,"Pune, Pune","10,000"
S2 Pro Beauty Studio,"Pune, Pune","10,000"
Zeba makeovers,"Pune, Pune","15,000"
Kiran Makeup Artists,"Pune, Pune","15,000"
Jui Jengte,"Pune, Pune","15,000"
Karishma Thakkar Makeup Artist,"Pune, Pune","10,000"
