Artist Name,Artist Location,Price
Sampita Makeover,"Beleghata, Kolkata","12,000"
Perfect Wedding,"Beleghata, Kolkata","9,000"
Makeup by Yasmeen,"Beleghata, Kolkata","5,000"
Mua Sreelekha Nandi,"Beleghata, Kolkata","10,000"
Antaraz Makeover,"Beleghata, Kolkata","15,000"
Ri Ntu,"Beleghata, Kolkata","10,000"
Suchandra's Cosmetics Studio,"Beleghata, Kolkata","15,000"
Glam by Sharmi,"Beleghata, Kolkata","12,000"
Subarna Makeover Artist,"Beleghata, Kolkata","5,000"
Rekha's Makeover,"Beleghata, Kolkata","30,000"
Makeup By Mayuri,"Beleghata, Kolkata","8,000"
Makeup By Mayuri,"Beleghata, Kolkata","8,000"
Akanshas Makeover,"Beleghata, Kolkata","8,000"
Sahana Makeover,"Beleghata, Kolkata","10,000"
Namrata Makeover,"Beleghata, Kolkata","10,000"
Rup Rekha Makeover,"Beleghata, Kolkata","5,000"
Sk Makeup,"Beleghata, Kolkata","10,000"
Amita's Makeover,"Beleghata, Kolkata","5,000"
Swarnaz Makeover,"Beleghata, Kolkata","4,000"
