Artist Name,Artist Location,Price
Shruti Makeover,"Burunjwadi, Pune","15,000"
Sumaiya Pathan Makeover,"Burunjwadi, Pune","7,000"
Sindhu K Makeovers,"Burunjwadi, Pune","4,999"
Mua Pooja Doundkar,"Burunjwadi, Pune","8,000"
Ishvari Gaikwad Makeover,"Burunjwadi, Pune","15,000"
Poonam Darekar Makeovers,"Burunjwadi, Pune","15,000"
Shilpa Kand Shelke Makeup Artist,"Burunjwadi, Pune","5,000"
Nish Bhujbal Makeover,"Burunjwadi, Pune","15,000"
Makeup Artist Sarika Dhamdhere,"Burunjwadi, Pune","10,000"
Kaveri Varsha Makeup Artist,"Burunjwadi, Pune","7,000"
Shreesha Makeover,"Burunjwadi, Pune","17,000"
Pranali Kharabe Makeovers,"Burunjwadi, Pune","15,000"
Karishma Makeover,"Burunjwadi, Pune","5,000"
