Artist Name,Artist Location,Price
Gayatri Makeup Artist,"Masulkar Colony, Pune","15,000"
Teju s Makeover Pcmc,"Masulkar Colony, Pune","20,000"
Manorama Ladies Beauty Parlour,"Masulkar Colony, Pune","7,000"
Makeup Artist Labhashree,"Masulkar Colony, Pune","8,000"
Supriya Makeover,"Masulkar Colony, Pune","7,000"
Kajal Shelar Makeup Artist,"Masulkar Colony, Pune","6,000"
RG Makeup Artist,"Masulkar Colony, Pune","10,000"
Deepika Shelar Makeover,"Masulkar Colony, Pune","15,000"
Varsha Anu Nitin zalke Patil Makeup Artist,"Masulkar Colony, Pune","1,000"
Hi Touch Makeup Studio,"Masulkar Colony, Pune","6,000"
Surbhi Makeover,"Masulkar Colony, Pune","9,000"
Reshma Badhale Makeup Artist,"Masulkar Colony, Pune","10,000"
Sandhya Makeup Artist,"Masulkar Colony, Pune","8,000"
