Artist Name,Artist Location,Price
Gayatri Makeover,"Golegaon, Pune","15,000"
Akshada Phalke Makeover,"Golegaon, Pune","4,000"
Sushma Makeover,"Golegaon, Pune","5,000"
Mayuri Bangosavi Makeovers,"Golegaon, Pune","15,000"
Makeup Artist Vishakha Mhaske,"Golegaon, Pune","10,000"
Monika Bhalerao Makeover,"Golegaon, Pune","10,000"
Nikita Karhe Makeover,"Golegaon, Pune","10,000"
Lavanya Beauty Parlour,"Golegaon, Pune","10,000"
Royal Beauty Parlour Makeup,"Golegaon, Pune","12,000"
Anushka Beauty Salon,"Golegaon, Pune","10,000"
Dipa Makeover,"Golegaon, Pune","8,000"
Archana Makeover,"Golegaon, Pune","9,000"
Jagruti Makeovers,"Golegaon, Pune","8,000"
Shubhangi Makeovers,"Golegaon, Pune","8,000"
Nikita Lagad Makeover,"Golegaon, Pune","10,000"
Smita Makeover,"Golegaon, Pune","5,000"
