Artist Name,Artist Location,Price
Khushboo Zehra Makeup,"Okhla, Delhi","15,000"
Zohraan Salon,"Okhla, Delhi","10,000"
Beauty by Me,"Okhla, Delhi","15,000"
Makeup By Huma Khan,"Okhla, Delhi","10,000"
Hashima Makeover,"Okhla, Delhi","8,000"
Makeover By Sidrakhan,"Okhla, Delhi","8,000"
