Artist Name,Artist Location,Price
Shravani Beauty Parlour,"Mankhurd, Mumbai","8,000"
Poonam Makeover,"Mankhurd, Mumbai","15,000"
Pooja Kishor Makeovers,"Mankhurd, Mumbai","5,000"
