Artist Name,Artist Location,Price
Trendz Salon Shalimar Bagh,"Shalimar Bagh, Delhi Ncr","15,000"
Nigaar Beauty,"Shalimar Bagh, Delhi Ncr","15,000"
Makeovers by Tanisha & Gurpreet,"Shalimar Bagh, Delhi Ncr","12,000"
Nirja's Beauty 'n' Style,"Shalimar Bagh, Delhi Ncr","11,000"
Internal Beauty Studio,"Shalimar Bagh, Delhi Ncr","15,000"
Uma Vyas,"Shalimar Bagh, Delhi Ncr","18,000"
Kritika Bansal Makeup Artist,"Shalimar Bagh, Delhi Ncr","5,000"
Kohl By Neha Sharma,"Shalimar Bagh, Delhi Ncr","6,000"
Arya khanna,"Shalimar Bagh, Delhi Ncr","15,000"
Vidisha Gupta Makeovers,"Shalimar Bagh, Delhi Ncr","20,000"
Riya Chauhan Mua,"Shalimar Bagh, Delhi Ncr","5,000"
Bellissimo Beauty Hub,"Shalimar Bagh, Delhi Ncr","12,000"
Saanvimadan Artistry,"Shalimar Bagh, Delhi Ncr","20,000"
Jyoti The Makeup Artist,"Shalimar Bagh, Delhi Ncr","10,000"
Glam Faces by Kanika Pahuja,"Shalimar Bagh, Delhi Ncr","10,000"
Sujata Makeover,"Shalimar Bagh, Delhi Ncr","10,000"
