Planner Name,Planner Location,Price
Orison Valley Network,"Paschim Vihar, Delhi Ncr","10,00,000"
Mubarkaa,"Paschim Vihar, Delhi Ncr","10,000"
Super Shows Entertainment,"Paschim Vihar, Delhi Ncr","25,000"
Innov8 Event & Celebrity Management,"Paschim Vihar, Delhi Ncr","2,00,000"
Vishal Wedding Decorators,"Paschim Vihar, Delhi Ncr","50,000"
