Planner Name,Planner Location,Price
Sumaaroh Weddings,"Saket, Delhi Ncr","3,00,000"
TAYNA EVENTS,"Saket, Delhi Ncr","2,50,000"
Designer Events Inc.,"Saket, Delhi Ncr","3,00,000"
