Planner Name,Planner Location,Price
bollywood caterers,"Lajpat Nagar, Delhi","30,000"
Gulposh,"Lajpat Nagar, Delhi","50,000"
Iris Events,"Lajpat Nagar, Delhi","2,00,000"
