Planner Name,Planner Location,Price
Weddings by Azalea,"Anand Vihar, Delhi","3,00,000"
Dreams Event,"Anand Vihar, Delhi","3,00,000"
D Event Parties Planner,"Anand Vihar, Delhi","8,00,000"
