Planner Name,Planner Location,Price
Shubh Muhurat Luxury Weddings,"Connaught Place, Delhi Ncr","4,00,000"
KS EVENTS & EXOTIC WEDDING PLANNERS,"Connaught Place, Delhi Ncr","2,00,000"
7WD Wedding & Event Planner,"Connaught Place, Delhi Ncr","25,00,000"
