Planner Name,Planner Location,Price
bollywood caterers,"Lajpat Nagar, Delhi Ncr","30,000"
Gulposh,"Lajpat Nagar, Delhi Ncr","50,000"
Iris Events,"Lajpat Nagar, Delhi Ncr","2,00,000"
