Planner Name,Planner Location,Price
V3 Events,"Gopalapatnam, Visakhapatnam","5,00,000"
SH Events Vizag,"Gopalapatnam, Visakhapatnam","2,00,000"
Zam Zam Events And Decors,"Gopalapatnam, Visakhapatnam","4,00,000"
