Artist Name,Artist Location,Price
Ashwini Lendghar Makeup Artist,"Ambavane, Pune","5,000"
Dream and Desire Beauty Salon,"Ambavane, Pune","10,000"
Prachi Kalekar Makeup Artist,"Ambavane, Pune","6,000"
Amrutak Makeovers,"Ambavane, Pune","7,000"
Monali Dhobale Makeovers,"Ambavane, Pune","15,000"
Art with Nutan,"Ambavane, Pune","5,000"
Priyanka Makeupover,"Ambavane, Pune","10,000"
Devyani Kute Artistry,"Ambavane, Pune","7,000"
Pooja Shinde Makeup Artist,"Ambavane, Pune","12,000"
Makeup Artist Nandu,"Ambavane, Pune","15,000"
Jyoti Yadav Makeup Artist,"Ambavane, Pune","15,000"
Rups Makeover,"Ambavane, Pune","5,000"
