Artist Name,Artist Location,Price
Makeover by Gunjan Bhardwaj,"Dwarka, Delhi","12,000"
Divya Sachdeva Makeup Artist,"Dwarka, Delhi","23,000"
Natasha Makeup Studio,"Dwarka, Delhi","2,500"
Makeup By Hansashewa,"Dwarka, Delhi","25,000"
Shweta Makeovers,"Dwarka, Delhi","10,000"
Suman Makeup Mantras and Makeup academy,"Dwarka, Delhi","25,000"
Makeup by Sisters,"Dwarka, Delhi","10,000"
Picture Perfecct by Sumita Saxena,"Dwarka, Delhi","15,000"
MUA Kajal Sood,"Dwarka, Delhi","22,000"
Sunita Makeovers,"Dwarka, Delhi","15,000"
Belle World,"Dwarka, Delhi","15,000"
Mbellish by Sejal,"Dwarka, Delhi","20,000"
Monika Raina Makeovers,"Dwarka, Delhi","1,500"
Maneesha Ahlawat Makeovers,"Dwarka, Delhi","18,000"
Makeup by Pushpa,"Dwarka, Delhi","15,000"
Khushboo Bhardwaj Makeupartist,"Dwarka, Delhi","8,000"
Komal Garg Makeovers,"Dwarka, Delhi","15,000"
Bhawna Makeup Artist,"Dwarka, Delhi","18,000"
Sujita Thakur Makeup & Hair Artist,"Dwarka, Delhi","16,000"
Rk Makeovers,"Dwarka, Delhi","7,000"
Fashion Art by Bhakti Verma,"Dwarka, Delhi","22,000"
Base Salon,"Dwarka, Delhi","9,000"
Muatamanna,"Dwarka, Delhi","12,000"
Makeup by Jyoti Bakshi Sharma,"Dwarka, Delhi","15,000"
