Artist Name,Artist Location,Price
Anjaly Makeovers,"Palam, Delhi","10,000"
Mystic Beauty And Makeup,"Palam, Delhi","10,000"
TKM Tina Kalra Makeovers,"Palam, Delhi","15,000"
Manmeet Taj Makeover,"Palam, Delhi","3,000"
DS Makeover Studio,"Palam, Delhi","8,000"
Rekha Makeover,"Palam, Delhi","10,000"
preeti Ranjan Professtional Makeup Artist,"Palam, Delhi","3,500"
