Artist Name,Artist Location,Price
Makeup Artist Arsha Pardesh,"Kasba Peth, Pune","10,000"
Archana Chavan Makeover,"Kasba Peth, Pune","15,000"
Pakhi Makeover,"Kasba Peth, Pune","5,000"
Swati Professional Makeup Artist and Beautician,"Kasba Peth, Pune","10,000"
Manisha Makeover,"Kasba Peth, Pune","10,000"
Niks Makeover,"Kasba Peth, Pune","8,000"
Namrata Marbhal Makeover,"Kasba Peth, Pune","20,000"
Makeover by Aparnaa,"Kasba Peth, Pune","6,000"
Makeup Stories By Harsha,"Kasba Peth, Pune","8,000"
Snehal Shinde Makeup Artist,"Kasba Peth, Pune","8,000"
Gayatri Makeover,"Kasba Peth, Pune","7,000"
Rasika Makeover Pune,"Kasba Peth, Pune","14,000"
Glam by Hd Makeover,"Kasba Peth, Pune","6,000"
Amruta Makeover,"Kasba Peth, Pune","15,000"
Pooja Mua,"Kasba Peth, Pune","5,000"
Supriya Makeover,"Kasba Peth, Pune","7,000"
