Artist Name,Artist Location,Price
Pownus Makeover Artistry,"Narasimhanaickenpalayam, Coimbatore","8,000"
Jenis Artistry,"Narasimhanaickenpalayam, Coimbatore","13,000"
Vanitha Makeup Artist,"Narasimhanaickenpalayam, Coimbatore","12,000"
