Artist Name,Artist Location,Price
Ammu Studio Makeover,"Naagarabhaavi, Bangalore","25,000"
Makeup by Renuka,"Naagarabhaavi, Bangalore","15,000"
Peachy Myriad By NV,"Naagarabhaavi, Bangalore","8,000"
Makeup By Sush,"Naagarabhaavi, Bangalore","12,000"
Siri Designer Boutique and Bridal Studio,"Naagarabhaavi, Bangalore","8,000"
Face Stories By Vani,"Naagarabhaavi, Bangalore","10,000"
Happy Makeovers,"Naagarabhaavi, Bangalore","12,000"
Shilpa Shetty Makeover Artistry,"Naagarabhaavi, Bangalore","15,000"
Makeover by Chinmayi,"Naagarabhaavi, Bangalore","13,000"
Rax Makeover,"Naagarabhaavi, Bangalore","10,000"
Makeover with Kea Studio,"Naagarabhaavi, Bangalore","18,000"
Manju Makeup Artist,"Naagarabhaavi, Bangalore","15,000"
Indus Hair And Makeup,"Naagarabhaavi, Bangalore","6,000"
Lavanya Makeup Artistry,"Naagarabhaavi, Bangalore","15,000"
VC Elegance,"Naagarabhaavi, Bangalore","8,000"
Makeover By Sonu,"Naagarabhaavi, Bangalore","15,000"
Makeover by Geeths,"Naagarabhaavi, Bangalore","12,000"
Silky Shine,"Naagarabhaavi, Bangalore","10,000"
Jeevitha Makeup Artist,"Naagarabhaavi, Bangalore","10,500"
Asha Hraj Makeup Artist,"Naagarabhaavi, Bangalore","5,000"
Sandhya Mua,"Naagarabhaavi, Bangalore","10,000"
Bharti Makeup Artist,"Naagarabhaavi, Bangalore","10,000"
Vibha Narayan Makeovers,"Naagarabhaavi, Bangalore","15,000"
Elegance Touch Mua,"Naagarabhaavi, Bangalore","7,000"
