Artist Name,Artist Location,Price
Sini Beauty Parlour and Ellas Bridal Academy,"Porur, Chennai","10,000"
Blew's Bridal Studio,"Porur, Chennai","7,000"
Makeover by Baghya,"Porur, Chennai","15,000"
Vandhana Makeup Artist,"Porur, Chennai","8,000"
Arthy Makeup Artist,"Porur, Chennai","5,000"
Tsarina Makeover Artistry,"Porur, Chennai","10,000"
Veeyaavira Makeovers,"Porur, Chennai","6,000"
Saffron Bridal Studio,"Porur, Chennai","9,000"
Glitz Makeovers,"Porur, Chennai","10,000"
Vivaha Bridals,"Porur, Chennai","5,000"
Anitha Makeover,"Porur, Chennai","20,000"
Thara Makeover,"Porur, Chennai","11,000"
Style and Shine Kavi,"Porur, Chennai","15,000"
Arthi Makeoverartistry,"Porur, Chennai","10,000"
Janani Makeup Artist,"Porur, Chennai","5,000"
Saranya Manogar Mua,"Porur, Chennai","8,000"
Lyra’s Makeover Brushery,"Porur, Chennai","4,999"
Haritha Makeover Artistry,"Porur, Chennai","7,000"
Mini Makeup Artist,"Porur, Chennai","10,000"
