Artist Name,Artist Location,Price
Ramya Makeup Artist,"Neredmet, Hyderabad","7,000"
Navatha Makeup Artist,"Neredmet, Hyderabad","18,000"
Rekha Makeover,"Neredmet, Hyderabad","15,000"
