Artist Name,Artist Location,Price
Payal Makeovers,"Karol Bagh, Delhi","14,000"
Neha Devgan Makeovers,"Karol Bagh, Delhi","20,000"
Varshak,"Karol Bagh, Delhi","19,000"
Maneesha~Makeup Artist,"Karol Bagh, Delhi","15,000"
Beauty Fly,"Karol Bagh, Delhi","9,999"
Dollup ladies by simer seth,"Karol Bagh, Delhi","10,000"
Makeup By Sanya Sethi,"Karol Bagh, Delhi","18,500"
V.M Makeovers,"Karol Bagh, Delhi","8,500"
MAKEUP BY SIMRAN,"Karol Bagh, Delhi","25,000"
Looks Unisex Salon,"Karol Bagh, Delhi","20,000"
Pinky Makeover,"Karol Bagh, Delhi","12,000"
Latabarolia Makeover,"Karol Bagh, Delhi","12,000"
The salon by saksh-e,"Karol Bagh, Delhi","15,000"
Deep Makeup Artist,"Karol Bagh, Delhi","10,000"
Komal Beauty Shala,"Karol Bagh, Delhi","1,500"
Anjali Makeup Studio,"Karol Bagh, Delhi","20,000"
Seema Naagar Beauty,"Karol Bagh, Delhi","10,000"
Prachi Makeovers,"Karol Bagh, Delhi","10,000"
Seema Sharma Makeup,"Karol Bagh, Delhi","10,000"
Ritu Makeup Artist,"Karol Bagh, Delhi","10,000"
Makeup by Alisha Joshi,"Karol Bagh, Delhi","18,000"
Kanchan Makeup artistry,"Karol Bagh, Delhi","7,000"
Tan Bourine,"Karol Bagh, Delhi","45,000"
Al Habib Unisex Salon,"Karol Bagh, Delhi","3,500"
