Artist Name,Artist Location,Price
Mansi Makeup Artist,"Malad East, Mumbai","7,000"
Modish Makeovers,"Malad East, Mumbai","12,500"
Step Up Makeovers,"Malad East, Mumbai","5,000"
Makeup by Afroz,"Malad East, Mumbai","8,000"
Sunita Salvi Makeup Artist,"Malad East, Mumbai","10,000"
Rupa Mane Makeup Artist,"Malad East, Mumbai","10,000"
Swati Makeover,"Malad East, Mumbai","10,000"
Vimal Makeup Artist,"Malad East, Mumbai","12,000"
Shravi's Makeover,"Malad East, Mumbai","3,000"
Varsha's Makeup,"Malad East, Mumbai","10,000"
Shine Beauty Parlor,"Malad East, Mumbai","20,000"
Priya Makeup Room,"Malad East, Mumbai","5,000"
Makeup by Durga,"Malad East, Mumbai","10,000"
Ratik Makeup Art,"Malad East, Mumbai","10,000"
Dipti Makeup Artist,"Malad East, Mumbai","10,500"
Pinky Makeup Artist,"Malad East, Mumbai","15,000"
Blossom Beauty Parlour,"Malad East, Mumbai","10,000"
Sassy Makeup,"Malad East, Mumbai",On Request
