Artist Name,Artist Location,Price
Induu Makeover Artistry,"Ambattur, Chennai","7,000"
S2 Bridal Makeover,"Ambattur, Chennai","7,000"
Riya Makeup Artistry,"Ambattur, Chennai","10,000"
Sushi Studioz,"Ambattur, Chennai","11,000"
Nithya Makeover Artistry,"Ambattur, Chennai","7,999"
Dhivya Makeup Artistry,"Ambattur, Chennai","15,000"
Aishu Artistry,"Ambattur, Chennai","8,000"
Zia Bridal Makeover,"Ambattur, Chennai","7,000"
Angel’s Glowing Makeover,"Ambattur, Chennai","10,000"
Lush Beauty Lounge,"Ambattur, Chennai","10,000"
Archana Makeovers,"Ambattur, Chennai","3,999"
Ezhil Makeovers,"Ambattur, Chennai","2,000"
A3 Makeover Artistry,"Ambattur, Chennai","10,000"
Scarlet Lippie Makeup Studio,"Ambattur, Chennai","15,000"
Monika Makeup Artistry,"Ambattur, Chennai","5,000"
Sangavi Makeover,"Ambattur, Chennai","5,000"
Prakashini Makeovers,"Ambattur, Chennai","11,000"
Kalpana Makeovers,"Ambattur, Chennai","8,000"
Soundarya Makeover Artistry,"Ambattur, Chennai","9,000"
SS7 Makeover Studio,"Ambattur, Chennai","7,000"
Smart And Art Beauty Salon,"Ambattur, Chennai","6,000"
SS7 Makeover Studio,"Ambattur, Chennai","10,000"
Makeup@Studio11,"Ambattur, Chennai","4,000"
Tejaldavey Makeup Artist,"Ambattur, Chennai","10,000"
