Artist Name,Artist Location,Price
Makeup by Kirtidigwal,"Anand Parbat, Delhi Ncr","20,000"
Aditya Makeover,"Anand Parbat, Delhi Ncr","6,999"
Beauty bae Sadhna Tiwari,"Anand Parbat, Delhi Ncr","12,000"
Divine Faces By Gurpreet Kaur,"Anand Parbat, Delhi Ncr","12,000"
Purnima Makeover,"Anand Parbat, Delhi Ncr","5,500"
Amrit Makeup Artist,"Anand Parbat, Delhi Ncr","15,000"
Meghna Makeovers,"Anand Parbat, Delhi Ncr","15,000"
Kiran Makeovers,"Anand Parbat, Delhi Ncr","17,000"
Anju Makeup and Hairstyalist,"Anand Parbat, Delhi Ncr","12,000"
Radhika Ragasnia Makeover,"Anand Parbat, Delhi Ncr","13,000"
PSM Makeovers,"Anand Parbat, Delhi Ncr","15,000"
Makeover By Payal,"Anand Parbat, Delhi Ncr","10,000"
Reema Makeover,"Anand Parbat, Delhi Ncr","10,000"
Archna Makeup Artist,"Anand Parbat, Delhi Ncr","12,000"
Makeup Stories by Nandni,"Anand Parbat, Delhi Ncr","25,000"
Ekta Makeup,"Anand Parbat, Delhi Ncr","14,000"
Pragya Makeup Shair Artist,"Anand Parbat, Delhi Ncr","15,000"
Vanshika Makeover,"Anand Parbat, Delhi Ncr","10,000"
Abhikhya With Renu,"Anand Parbat, Delhi Ncr","10,000"
Kanchan Makeup Artist,"Anand Parbat, Delhi Ncr","12,000"
Makeovers by Rashi,"Anand Parbat, Delhi Ncr","7,000"
Diksha Makeover 1212,"Anand Parbat, Delhi Ncr","12,000"
Makeovers by Shana,"Anand Parbat, Delhi Ncr","10,000"
Nishad Shelly Makeup Artist,"Anand Parbat, Delhi Ncr","8,000"
